Nom de l'établissement,Note,Nombre d'avis,Catégorie,Adresse / résumé,Ville,Activité,URL Google Maps
Mercure Grenoble Centre Alpotel,4.2,,SponsoriséPar Expedia.fr,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Mercure+Grenoble+Centre+Alpotel/data=!4m10!3m9!1s0x478af49290dfe69b:0x39a4d815a0bcb341!5m2!4m1!1i2!8m2!3d45.183345!4d5.729677!16s%2Fg%2F1tdlg5bm!19sChIJm-bfkJL0ikcRQbO8oBXYpDk?authuser=0&hl=fr&rclk=1
Relais Spa Val d'Europe,4.3,,Relais Spa Val d'Europe,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Relais+Spa+Val+d%27Europe/data=!4m10!3m9!1s0x47e61cd80687b645:0xa71b56438fd1a1d7!5m2!4m1!1i2!8m2!3d48.8573254!4d2.7728433!16s%2Fg%2F1q6n2st09!19sChIJRbaHBtgc5kcR16HRj0NWG6c?authuser=0&hl=fr&rclk=1
Domaine de la Courbe hôtel restaurant & spa,3.8,,SponsoriséPar Booking.com,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+de+la+Courbe+h%C3%B4tel+restaurant+%26+spa/data=!4m10!3m9!1s0x47e2a46fc7272e29:0xe54427b0c29fa8cb!5m2!4m1!1i2!8m2!3d47.673914!4d0.11112!16s%2Fg%2F1tdsj1qj!19sChIJKS4nx2-k4kcRy6ifwrAnROU?authuser=0&hl=fr&rclk=1
Château Écrin de lumière,4.9,,Château Écrin de lumière,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/Ch%C3%A2teau+%C3%89crin+de+lumi%C3%A8re/data=!4m10!3m9!1s0x12aad57d89aac7dd:0x85a594cbede4cadb!5m2!4m1!1i2!8m2!3d44.926818!4d0.562746!16s%2Fg%2F11ssv9btb8!19sChIJ3ceqiX3VqhIR28rk7cuUpYU?authuser=0&hl=fr&rclk=1
Logis Hôtel la Ruche,4.0,,SponsoriséPar Booking.com,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/Logis+H%C3%B4tel+la+Ruche/data=!4m10!3m9!1s0x47e6b86416aa97f1:0xeebf6d6c0ae81680!5m2!4m1!1i2!8m2!3d49.0159!4d1.6109!16s%2Fg%2F11b61rbfpc!19sChIJ8ZeqFmS45kcRgBboCmxtv-4?authuser=0&hl=fr&rclk=1
L'Acacia Restaurant Chambres d Hotes,4.6,,L'Acacia Restaurant Chambres d Hotes,,Monestier-d'Ambel+France,Hôtel avec spa,https://www.google.com/maps/place/L%27Acacia+Restaurant+Chambres+d+Hotes/data=!4m10!3m9!1s0x12cb279f61297cb1:0xf08ecd7ab28dbd8b!5m2!4m1!1i2!8m2!3d44.671844!4d5.750749!16s%2Fg%2F11b_020t26!19sChIJsXwpYZ8nyxIRi72NsnrNjvA?authuser=0&hl=fr&rclk=1
Grand Hotel & Spa Uriage,4.4,,Grand Hotel & Spa Uriage,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Grand+Hotel+%26+Spa+Uriage/data=!4m10!3m9!1s0x478a6063fda76365:0xeed092fecd85291f!5m2!4m1!1i2!8m2!3d45.1427393!4d5.8298728!16s%2Fg%2F1tfcxpwk!19sChIJZWOn_WNgikcRHymFzf6S0O4?authuser=0&hl=fr&rclk=1
Le Domaine des Vanneaux Hôtel Golf & Spa MGallery,4.6,,Le Domaine des Vanneaux Hôtel Golf & Spa MGallery,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Le+Domaine+des+Vanneaux+H%C3%B4tel+Golf+%26+Spa+MGallery/data=!4m10!3m9!1s0x47e65b295016af2b:0xf1cf4664a273f218!5m2!4m1!1i2!8m2!3d49.120734!4d2.264823!16s%2Fg%2F11h07py8y1!19sChIJK68WUClb5kcRGPJzomRGz_E?authuser=0&hl=fr&rclk=1
Grand Hôtel de Solesmes,4.6,,SponsoriséPar Travelocity.com,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/Grand+H%C3%B4tel+de+Solesmes/data=!4m10!3m9!1s0x480838cf7155fb99:0xc9f93bd52d1b33b2!5m2!4m1!1i2!8m2!3d47.851287!4d-0.302786!16s%2Fg%2F1td9_1rs!19sChIJmftVcc84CEgRsjMbLdU7-ck?authuser=0&hl=fr&rclk=1
Superdevoluy545S,4.7,,Superdevoluy545S,,Monestier-d'Ambel+France,Hôtel avec spa,https://www.google.com/maps/place/Superdevoluy545S/data=!4m10!3m9!1s0x12cb3aece6588f1d:0xb090d98b30ba65a5!5m2!4m1!1i2!8m2!3d44.6773322!4d5.9267298!16s%2Fg%2F11cjhqywdy!19sChIJHY9Y5uw6yxIRpWW6MIvZkLA?authuser=0&hl=fr&rclk=1
Alliey & Spa _ Appart-hôtel Serre Chevalier,4.6,,Alliey & Spa _ Appart-hôtel Serre Chevalier,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Alliey+%26+Spa+_+Appart-h%C3%B4tel+Serre+Chevalier/data=!4m10!3m9!1s0x4789f7d50fc71325:0xc3a0c8aa0e039a8e!5m2!4m1!1i2!8m2!3d44.9757918!4d6.5081491!16s%2Fg%2F11q9_r6tyk!19sChIJJRPHD9X3iUcRjpoDDqrIoMM?authuser=0&hl=fr&rclk=1
Les Jardins d'Épicure - Hôtel & restaurant gastronomique,3.9,,SponsoriséPar Booking.com,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/Les+Jardins+d%27%C3%89picure+-+H%C3%B4tel+%26+restaurant+gastronomique/data=!4m10!3m9!1s0x47e6c46fc3d0311d:0xebf32da8a1cdfbb2!5m2!4m1!1i2!8m2!3d49.13917!4d1.657087!16s%2Fg%2F1thvs027!19sChIJHTHQw2_E5kcRsvvNoagt8-s?authuser=0&hl=fr&rclk=1
Château de la Commanderie,4.4,,Château de la Commanderie,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Ch%C3%A2teau+de+la+Commanderie/data=!4m10!3m9!1s0x478a8ad652bd5455:0xf2ab086d1844f8b8!5m2!4m1!1i2!8m2!3d45.148173!4d5.7478659!16s%2Fg%2F1tgmv4h1!19sChIJVVS9UtaKikcRuPhEGG0Iq_I?authuser=0&hl=fr&rclk=1
"Les Etangs de Corot Hôtel, Restaurants & Spa - Relais & Châteaux",4.4,,"Les Etangs de Corot Hôtel, Restaurants & Spa - Relais & Châteaux",,Saint-Élie+France,Hôtel avec spa,"https://www.google.com/maps/place/Les+Etangs+de+Corot+H%C3%B4tel,+Restaurants+%26+Spa+-+Relais+%26+Ch%C3%A2teaux/data=!4m10!3m9!1s0x47e67c81ca076c4f:0xe9310f17b914c51c!5m2!4m1!1i2!8m2!3d48.8219947!4d2.1831003!16s%2Fg%2F1tdwjtwl!19sChIJT2wHyoF85kcRHMUUuRcPMek?authuser=0&hl=fr&rclk=1"
"Gîte, chambres d'hôtes, B&B avec spa La Serpauderie",4.5,,SponsoriséPar Booking.com,,Brie-sous-Archiac+France,Hôtel avec spa,"https://www.google.com/maps/place/G%C3%AEte,+chambres+d%27h%C3%B4tes,+B%26B+avec+spa+La+Serpauderie/data=!4m10!3m9!1s0x4801a88b0c8d616f:0xa7b2985299e36f9e!5m2!4m1!1i2!8m2!3d45.557052!4d-0.750804!16s%2Fg%2F11csqp9dqk!19sChIJb2GNDIuoAUgRnm_jmVKYsqc?authuser=0&hl=fr&rclk=1"
PoMo Hotel & Restaurant,4.3,,PoMo Hotel & Restaurant,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/PoMo+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x478a8b39fd22bfa7:0x795733d71bb927e!5m2!4m1!1i2!8m2!3d45.1462183!4d5.7291464!16s%2Fg%2F1tjppd19!19sChIJp78i_TmLikcRfpK7cT1zlQc?authuser=0&hl=fr&rclk=1
L'Isle de Leos Hotel & Spa - MGallery Collection,4.5,,L'Isle de Leos Hotel & Spa - MGallery Collection,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/L%27Isle+de+Leos+Hotel+%26+Spa+-+MGallery+Collection/data=!4m10!3m9!1s0x12b5f5f6d90576df:0x8afd3ada10a12e71!5m2!4m1!1i2!8m2!3d43.9203517!4d5.0555173!16s%2Fg%2F11wx8h31p_!19sChIJ33YF2fb1tRIRcS6hENo6_Yo?authuser=0&hl=fr&rclk=1
Domaine des Vignères,4.8,,Domaine des Vignères,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+des+Vign%C3%A8res/data=!4m10!3m9!1s0x48005b0a5dad4883:0x18793bd0951fbeb4!5m2!4m1!1i2!8m2!3d45.4852418!4d-0.4027736!16s%2Fg%2F11xx8h79s!19sChIJg0itXQpbAEgRtL4fldA7eRg?authuser=0&hl=fr&rclk=1
Chambre d'hôtes Écrin de lumière,5.0,,Chambre d'hôtes Écrin de lumière,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/Chambre+d%27h%C3%B4tes+%C3%89crin+de+lumi%C3%A8re/data=!4m10!3m9!1s0x12aad5818bb309c5:0x7ec4472c28e25ac3!5m2!4m1!1i2!8m2!3d44.926818!4d0.562746!16s%2Fg%2F11x5t294xk!19sChIJxQmzi4HVqhIRw1riKCxHxH4?authuser=0&hl=fr&rclk=1
Hôtel - Maison Aribert,5.0,,Hôtel - Maison Aribert,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/H%C3%B4tel+-+Maison+Aribert/data=!4m10!3m9!1s0x478a6137fa93fa85:0x1043ae6662d44af0!5m2!4m1!1i2!8m2!3d45.1418291!4d5.8310081!16s%2Fg%2F11y0v3jw28!19sChIJhfqT-jdhikcR8ErUYmauQxA?authuser=0&hl=fr&rclk=1
Domaine de la Corniche,4.4,,Domaine de la Corniche,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+de+la+Corniche/data=!4m10!3m9!1s0x47e6b87bb59ec3b5:0xd2ebed3423aaf168!5m2!4m1!1i2!8m2!3d49.0225997!4d1.6096361!16s%2Fg%2F1hc4tq81t!19sChIJtcOetXu45kcRaPGqIzTt69I?authuser=0&hl=fr&rclk=1
Domaine de la Courbe hôtel restaurant & spa,3.8,,Domaine de la Courbe hôtel restaurant & spa,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+de+la+Courbe+h%C3%B4tel+restaurant+%26+spa/data=!4m10!3m9!1s0x47e2a11cc367f62f:0xe54427b0c29fa8cb!5m2!4m1!1i2!8m2!3d47.6739145!4d0.11112!16s%2Fg%2F1tdsj1qj!19sChIJL_Znwxyh4kcRy6ifwrAnROU?authuser=0&hl=fr&rclk=1
Le Clos des Lilas,5.0,,Le Clos des Lilas,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Le+Clos+des+Lilas/data=!4m10!3m9!1s0x480087c486f113bf:0x5696164e9138f23f!5m2!4m1!1i2!8m2!3d45.631185!4d-0.101412!16s%2Fg%2F11vf270qtb!19sChIJvxPxhsSHAEgRP_I4kU4WllY?authuser=0&hl=fr&rclk=1
Park Hôtel Grenoble - Handwritten Collection,4.5,,Park Hôtel Grenoble - Handwritten Collection,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Park+H%C3%B4tel+Grenoble+-+Handwritten+Collection/data=!4m10!3m9!1s0x478af4f29d95e1ff:0x4d856bb303c48cc8!5m2!4m1!1i2!8m2!3d45.1840938!4d5.732897!16s%2Fg%2F1tcvy9b2!19sChIJ_-GVnfL0ikcRyIzEA7NrhU0?authuser=0&hl=fr&rclk=1
"La Girouardière – Chambres d’hôtes, Gîte & Spa à La Flèche",4.8,,"La Girouardière – Chambres d’hôtes, Gîte & Spa à La Flèche",,La Fontaine-Saint-Martin+France,Hôtel avec spa,"https://www.google.com/maps/place/La+Girouardi%C3%A8re+%E2%80%93+Chambres+d%E2%80%99h%C3%B4tes,+G%C3%AEte+%26+Spa+%C3%A0+La+Fl%C3%A8che/data=!4m10!3m9!1s0x48081ef324e2dc8d:0xb75f158e3b7cfa89!5m2!4m1!1i2!8m2!3d47.7073493!4d-0.0451841!16s%2Fg%2F1tlc_kcw!19sChIJjdziJPMeCEgRifp8O44VX7c?authuser=0&hl=fr&rclk=1"
Best Western Hôtel Île de France,3.9,,Best Western Hôtel Île de France,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Best+Western+H%C3%B4tel+%C3%8Ele+de+France/data=!4m10!3m9!1s0x47e8e6161b1a37c5:0x12ee279683cc0fd5!5m2!4m1!1i2!8m2!3d49.0554543!4d3.3995321!16s%2Fg%2F1tff6ykd!19sChIJxTcaGxbm6EcR1Q_Mg5Yn7hI?authuser=0&hl=fr&rclk=1
Les Anges de la Vigne par Lisca Begay,5.0,,Les Anges de la Vigne par Lisca Begay,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Les+Anges+de+la+Vigne+par+Lisca+Begay/data=!4m10!3m9!1s0x48005702218e19bd:0x707847787ef6428d!5m2!4m1!1i2!8m2!3d45.572143!4d-0.4893291!16s%2Fg%2F11z1tc77y2!19sChIJvRmOIQJXAEgRjUL2fnhHeHA?authuser=0&hl=fr&rclk=1
Cowool Grenoble,4.2,,Cowool Grenoble,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Cowool+Grenoble/data=!4m10!3m9!1s0x478af5f8fcbd91f3:0x4faf9f06f2321b82!5m2!4m1!1i2!8m2!3d45.1586755!4d5.7340958!16s%2Fg%2F11t763w9wg!19sChIJ85G9_Pj1ikcRghsy8gafr08?authuser=0&hl=fr&rclk=1
hôtel la haie des granges,4.3,,hôtel la haie des granges,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/h%C3%B4tel+la+haie+des+granges/data=!4m10!3m9!1s0x47e6cab3a67f3987:0x45f9d968bd3c1819!5m2!4m1!1i2!8m2!3d49.0462147!4d1.4001103!16s%2Fg%2F11f__6zjmy!19sChIJhzl_prPK5kcRGRg8vWjZ-UU?authuser=0&hl=fr&rclk=1
MAISON D'HOTE La Catinière près du Mans,4.9,,MAISON D'HOTE La Catinière près du Mans,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/MAISON+D%27HOTE+La+Catini%C3%A8re+pr%C3%A8s+du+Mans/data=!4m10!3m9!1s0x47e291d511848e3f:0xf2b5501ab30e5a3a!5m2!4m1!1i2!8m2!3d47.9203626!4d0.2087305!16s%2Fg%2F11c5wy2sx4!19sChIJP46EEdWR4kcROloOsxpQtfI?authuser=0&hl=fr&rclk=1
Hôtel Restaurant & Spa Frédéric Carrion,4.7,,Hôtel Restaurant & Spa Frédéric Carrion,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/H%C3%B4tel+Restaurant+%26+Spa+Fr%C3%A9d%C3%A9ric+Carrion/data=!4m10!3m9!1s0x47f312f69ac90a7b:0xe38c982ac130558f!5m2!4m1!1i2!8m2!3d46.4495847!4d4.8426898!16s%2Fg%2F1thz0_v7!19sChIJewrJmvYS80cRj1UwwSqYjOM?authuser=0&hl=fr&rclk=1
des Vignes et des Songes : Cabanes insolites avec SPA en Gironde,5.0,,des Vignes et des Songes : Cabanes insolites avec SPA en Gironde,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/des+Vignes+et+des+Songes+:+Cabanes+insolites+avec+SPA+en+Gironde/data=!4m10!3m9!1s0x12aabbfd8849e529:0x3c201845336c12fa!5m2!4m1!1i2!8m2!3d44.8140944!4d0.2193296!16s%2Fg%2F11rypbpwqr!19sChIJKeVJiP27qhIR-hJsM0UYIDw?authuser=0&hl=fr&rclk=1
"Le Relais de Saint-Preuil, The Originals Relais",4.9,,"Le Relais de Saint-Preuil, The Originals Relais",,Brie-sous-Archiac+France,Hôtel avec spa,"https://www.google.com/maps/place/Le+Relais+de+Saint-Preuil,+The+Originals+Relais/data=!4m10!3m9!1s0x4800881d56502b3f:0x61e07405b83af8dd!5m2!4m1!1i2!8m2!3d45.600519!4d-0.1627599!16s%2Fg%2F1tfbmpq2!19sChIJPytQVh2IAEgR3fg6uAV04GE?authuser=0&hl=fr&rclk=1"
Luxury room,4.8,,Luxury room,,Brié-et-Angonnes+France,Hôtel avec spa,https://www.google.com/maps/place/Luxury+room/data=!4m10!3m9!1s0x478af551dd89b41d:0x50b5473f2edd1663!5m2!4m1!1i2!8m2!3d45.1856855!4d5.7468474!16s%2Fg%2F11r6lyx5k2!19sChIJHbSJ3VH1ikcRYxbdLj9HtVA?authuser=0&hl=fr&rclk=1
PAMPA Lodges,4.9,,PAMPA Lodges,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/PAMPA+Lodges/data=!4m10!3m9!1s0x47e285664175362d:0x2a53a9a9973e27e2!5m2!4m1!1i2!8m2!3d47.952451!4d0.085638!16s%2Fg%2F11xkxbnvw4!19sChIJLTZ1QWaF4kcR4ic-l6mpUyo?authuser=0&hl=fr&rclk=1
Maison Alliey - Appart Hotel Bar & Spa Le Monêtier-les-Bains,4.6,,Maison Alliey - Appart Hotel Bar & Spa Le Monêtier-les-Bains,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Maison+Alliey+-+Appart+Hotel+Bar+%26+Spa+Le+Mon%C3%AAtier-les-Bains/data=!4m10!3m9!1s0x4789fa8d001aa157:0x7bbbffb71594578c!5m2!4m1!1i2!8m2!3d44.9758583!4d6.508196!16s%2Fg%2F1td1tbc3!19sChIJV6EaAI36iUcRjFeUFbf_u3s?authuser=0&hl=fr&rclk=1
Cabane perchée dans les arbres spa | Gîte à la nuitée jacuzzi | Le clos de Cyrano,4.6,,Cabane perchée dans les arbres spa | Gîte à la nuitée jacuzzi | Le clos de Cyrano,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/Cabane+perch%C3%A9e+dans+les+arbres+spa+%7C+G%C3%AEte+%C3%A0+la+nuit%C3%A9e+jacuzzi+%7C+Le+clos+de+Cyrano/data=!4m10!3m9!1s0x12aac66bf74270df:0xdc781403cfed929a!5m2!4m1!1i2!8m2!3d44.8270083!4d0.3601112!16s%2Fg%2F11f50m7kc6!19sChIJ33BC92vGqhIRmpLtzwMUeNw?authuser=0&hl=fr&rclk=1
Les nuits du Haut Buguet,4.9,,Les nuits du Haut Buguet,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Les+nuits+du+Haut+Buguet/data=!4m10!3m9!1s0x480045a01dd97f21:0xb88b964ef4286ac2!5m2!4m1!1i2!8m2!3d45.3850352!4d-0.4527913!16s%2Fg%2F11xmcsvh5s!19sChIJIX_ZHaBFAEgRwmoo9E6Wi7g?authuser=0&hl=fr&rclk=1
VANADIS Suites d'exception & spa,4.9,,VANADIS Suites d'exception & spa,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/VANADIS+Suites+d%27exception+%26+spa/data=!4m10!3m9!1s0x47e14b2a1af9b785:0xffa42d7a8c0b1d0d!5m2!4m1!1i2!8m2!3d49.0144863!4d1.379533!16s%2Fg%2F11n7m2v_z2!19sChIJhbf5GipL4UcRDR0LjHotpP8?authuser=0&hl=fr&rclk=1
Hotel & Spa Husseren Collections,4.6,,Hotel & Spa Husseren Collections,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Hotel+%26+Spa+Husseren+Collections/data=!4m10!3m9!1s0x4791649c0ed1d71d:0xac631fb64e742060!5m2!4m1!1i2!8m2!3d48.0346163!4d7.2763949!16s%2Fg%2F1tfbgnfv!19sChIJHdfRDpxkkUcRYCB0TrYfY6w?authuser=0&hl=fr&rclk=1
KVS Concept,4.6,,KVS Concept,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/KVS+Concept/data=!4m10!3m9!1s0x47e2957ac27686e3:0x53fc976ad34c22f5!5m2!4m1!1i2!8m2!3d47.8277147!4d0.277191!16s%2Fg%2F11h3mv77py!19sChIJ44Z2wnqV4kcR9SJM02qX_FM?authuser=0&hl=fr&rclk=1
Le Moulin Etourneau - Gîtes et logement insolite avec piscines et spa,5.0,,Le Moulin Etourneau - Gîtes et logement insolite avec piscines et spa,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Le+Moulin+Etourneau+-+G%C3%AEtes+et+logement+insolite+avec+piscines+et+spa/data=!4m10!3m9!1s0x4800434f2a1dacab:0xb7c728d281e4966d!5m2!4m1!1i2!8m2!3d45.4106068!4d-0.370321!16s%2Fg%2F11sds23t9n!19sChIJq6wdKk9DAEgRbZbkgdIox7c?authuser=0&hl=fr&rclk=1
Le Miroir des Etoiles,4.9,,Le Miroir des Etoiles,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/Le+Miroir+des+Etoiles/data=!4m10!3m9!1s0x12aac526c7b699e5:0xd20d8d17d7916aaf!5m2!4m1!1i2!8m2!3d44.8153789!4d0.4366274!16s%2Fg%2F1q6d4skpc!19sChIJ5Zm2xybFqhIRr2qR1xeNDdI?authuser=0&hl=fr&rclk=1
SPA LA HAIE DES GRANGES,4.4,,SPA LA HAIE DES GRANGES,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/SPA+LA+HAIE+DES+GRANGES/data=!4m10!3m9!1s0x47e6cab374e0e01f:0xf51803993d9134d3!5m2!4m1!1i2!8m2!3d49.0466281!4d1.4000023!16s%2Fg%2F1tg_wdr7!19sChIJH-DgdLPK5kcR0zSRPZkDGPU?authuser=0&hl=fr&rclk=1
Domaine de Locguénolé & Spa - Relais & Châteaux,4.7,,Domaine de Locguénolé & Spa - Relais & Châteaux,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+de+Locgu%C3%A9nol%C3%A9+%26+Spa+-+Relais+%26+Ch%C3%A2teaux/data=!4m10!3m9!1s0x48105cf656775609:0x23bcb025283d2724!5m2!4m1!1i2!8m2!3d47.7692231!4d-3.2823594!16s%2Fg%2F11b7rtsf87!19sChIJCVZ3VvZcEEgRJCc9KCWwvCM?authuser=0&hl=fr&rclk=1
les Vergers de St Nicolas,,,les Vergers de St Nicolas,,La Fontaine-Saint-Martin+France,Hôtel avec spa,https://www.google.com/maps/place/les+Vergers+de+St+Nicolas/data=!4m10!3m9!1s0x47e2bf41bd3318af:0xa2e5ac4cce98abac!5m2!4m1!1i2!8m2!3d47.7621296!4d0.2858028!16s%2Fg%2F11y3qch97m!19sChIJrxgzvUG_4kcRrKuYzkys5aI?authuser=0&hl=fr&rclk=1
Bulle de Campagne - Studio avec SPA Privatif,5.0,,Bulle de Campagne - Studio avec SPA Privatif,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/Bulle+de+Campagne+-+Studio+avec+SPA+Privatif/data=!4m10!3m9!1s0x480041badddfcccb:0x19b2529d921711!5m2!4m1!1i2!8m2!3d45.3357552!4d-0.366873!16s%2Fg%2F11xtc49dx3!19sChIJy8zf3bpBAEgREReSnVKyGQA?authuser=0&hl=fr&rclk=1
Le Vert Galant,4.5,,Le Vert Galant,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/Le+Vert+Galant/data=!4m10!3m9!1s0x47e1391f3a2dd30b:0xbf4b62e95c97e72d!5m2!4m1!1i2!8m2!3d49.0812543!4d1.1564243!16s%2Fg%2F1tj5q0b5!19sChIJC9MtOh854UcRLeeXXOliS78?authuser=0&hl=fr&rclk=1
Domaine des Hauts de Rouquette – Gîtes & Lodges à Eymet,5.0,,Domaine des Hauts de Rouquette – Gîtes & Lodges à Eymet,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+des+Hauts+de+Rouquette+%E2%80%93+G%C3%AEtes+%26+Lodges+%C3%A0+Eymet/data=!4m10!3m9!1s0x12aae9c1bce46b9f:0xa18411c08b34ae4b!5m2!4m1!1i2!8m2!3d44.6886005!4d0.3898895!16s%2Fg%2F11kbb9ffyf!19sChIJn2vkvMHpqhIRS640i8ARhKE?authuser=0&hl=fr&rclk=1
Château de Villiers le Mahieu - Les Maisons de Campagne,4.6,,Château de Villiers le Mahieu - Les Maisons de Campagne,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/Ch%C3%A2teau+de+Villiers+le+Mahieu+-+Les+Maisons+de+Campagne/data=!4m10!3m9!1s0x47e6982477857513:0xc29d1ceb5703ae1a!5m2!4m1!1i2!8m2!3d48.8592298!4d1.7687564!16s%2Fm%2F0qfvfwq!19sChIJE3WFdySY5kcRGq4DV-scncI?authuser=0&hl=fr&rclk=1
Domaine de Primard,4.6,,Domaine de Primard,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/Domaine+de+Primard/data=!4m10!3m9!1s0x47e6b3f5337453bd:0x396f2497eee70534!5m2!4m1!1i2!8m2!3d48.9123465!4d1.4615169!16s%2Fg%2F11lrnkgmkb!19sChIJvVN0M_Wz5kcRNAXn7pckbzk?authuser=0&hl=fr&rclk=1
Résidence Les Rives de la Seugne Pierre & Vacances,4.1,,Résidence Les Rives de la Seugne Pierre & Vacances,,Brie-sous-Archiac+France,Hôtel avec spa,https://www.google.com/maps/place/R%C3%A9sidence+Les+Rives+de+la+Seugne+Pierre+%26+Vacances/data=!4m10!3m9!1s0x48004525991864e3:0x682079fde5be7c8d!5m2!4m1!1i2!8m2!3d45.438599!4d-0.425696!16s%2Fg%2F1pv0t5pxy!19sChIJ42QYmSVFAEgRjXy-5f15IGg?authuser=0&hl=fr&rclk=1
Hôtel Plage Palace & Spa,4.2,,Hôtel Plage Palace & Spa,,Saint-Élie+France,Hôtel avec spa,https://www.google.com/maps/place/H%C3%B4tel+Plage+Palace+%26+Spa/data=!4m10!3m9!1s0x12b6bb6d6cb467c9:0x49a1853ac31e6905!5m2!4m1!1i2!8m2!3d43.5416467!4d3.968438!16s%2Fg%2F11g97j7jlx!19sChIJyWe0bG27thIRBWkewzqFoUk?authuser=0&hl=fr&rclk=1
"Domaine de Bel Air : Château de Bel Air : Mariages, Hôtel",4.6,,"Domaine de Bel Air : Château de Bel Air : Mariages, Hôtel",,La Fontaine-Saint-Martin+France,Hôtel avec spa,"https://www.google.com/maps/place/Domaine+de+Bel+Air+:+Ch%C3%A2teau+de+Bel+Air+:+Mariages,+H%C3%B4tel/data=!4m10!3m9!1s0x47e29eb131f6105d:0xfbe18ed96c10868e!5m2!4m1!1i2!8m2!3d47.813043!4d0.0701693!16s%2Fg%2F1thxvj1f!19sChIJXRD2MbGe4kcRjoYQbNmO4fs?authuser=0&hl=fr&rclk=1"
La Cabane à Papi,4.7,,La Cabane à Papi,,Monestier+France,Hôtel avec spa,https://www.google.com/maps/place/La+Cabane+%C3%A0+Papi/data=!4m10!3m9!1s0x12aac128a9fe667b:0x77e3f1122ce94df1!5m2!4m1!1i2!8m2!3d44.750055!4d0.3249909!16s%2Fg%2F11g0mvbcm5!19sChIJe2b-qSjBqhIR8U3pLBLx43c?authuser=0&hl=fr&rclk=1
Hôtel le Normandy,4.2,,Hôtel le Normandy,,Fontaine-sous-Jouy+France,Hôtel avec spa,https://www.google.com/maps/place/H%C3%B4tel+le+Normandy/data=!4m10!3m9!1s0x47e6cbdfe5ec39ef:0x653932fc45e04259!5m2!4m1!1i2!8m2!3d49.0916215!4d1.4870744!16s%2Fg%2F11cfx5txf!19sChIJ7zns5d_L5kcRWULgRfwyOWU?authuser=0&hl=fr&rclk=1
